match_type,confidence,source_a,source_a_row,source_b,source_b_row,date_a,date_b,amount_a,amount_b,currency_a,currency_b,reference_a,reference_b,description_a,description_b,amount_score,date_score,reference_score,description_score,direction_score,amount_difference,fx_rate,reason,gross_amount,settled_amount,fee_amount,fee_percent,context_score,matched_source_rows,matched_amounts,cluster_total,difference
FUZZY,86.0,ledger_transactions.csv | table=1,0,bank_statement.csv | table=1,4,2024-01-01,2024-01-01,603.77,603.77,INV,,ledg00165,bank00438,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,258,bank_statement.csv | table=1,265,2024-02-17,2024-02-17,100.0,100.0,,,ledg00426,bank00081,credit user sara,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,260,bank_statement.csv | table=1,271,2024-02-17,2024-02-17,50.0,50.0,,,ledg00063,bank00324,transfer user sara,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,261,bank_statement.csv | table=1,264,2024-02-17,2024-02-17,500.0,500.0,,,ledg00274,bank00264,credit user sara,credit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,262,bank_statement.csv | table=1,269,2024-02-17,2024-02-17,1749.04,1749.04,,,ledg00275,bank00299,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,263,bank_statement.csv | table=1,267,2024-02-17,2024-02-17,500.0,500.0,,,ledg00026,bank00462,transfer user john,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,264,bank_statement.csv | table=1,266,2024-02-17,2024-02-17,250.0,250.0,,,ledg00262,bank00124,transfer system auto,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,265,bank_statement.csv | table=1,268,2024-02-17,2024-02-17,99.75,99.75,,,ledg00226,bank00365,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,267,bank_statement.csv | table=1,273,2024-02-18,2024-02-18,1615.06,1615.06,,,ledg00445,bank00329,credit user sara,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,268,bank_statement.csv | table=1,274,2024-02-18,2024-02-18,1135.81,1135.81,,,ledg00217,bank00400,credit user sara,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,269,bank_statement.csv | table=1,272,2024-02-18,2024-02-18,124.54,124.54,,,ledg00371,bank00028,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,270,bank_statement.csv | table=1,277,2024-02-18,2024-02-19,1605.44,1605.44,,,ledg00343,bank00485,debit user sara,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,271,bank_statement.csv | table=1,262,2024-02-18,2024-02-17,500.0,500.0,,,ledg00352,bank00306,credit system auto,credit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,272,bank_statement.csv | table=1,276,2024-02-19,2024-02-19,500.0,500.0,,,ledg00263,bank00369,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,273,bank_statement.csv | table=1,278,2024-02-19,2024-02-19,1061.02,1060.02,,,ledg00145,bank00254,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,1.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,274,bank_statement.csv | table=1,275,2024-02-19,2024-02-19,1000.0,1000.0,,,ledg00325,bank00066,debit user sara,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,276,bank_statement.csv | table=1,286,2024-02-20,2024-02-20,1000.0,1000.0,,,ledg00089,bank00313,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,277,bank_statement.csv | table=1,283,2024-02-20,2024-02-20,762.2,762.2,,,ledg00346,bank00042,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,278,bank_statement.csv | table=1,282,2024-02-20,2024-02-20,743.37,743.37,,,ledg00355,bank00449,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,279,bank_statement.csv | table=1,290,2024-02-20,2024-02-21,250.01,250.0,,,ledg00047,bank00001,credit system auto,credit,100.0,66.67,33.33,100.0,100.0,0.01,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,280,bank_statement.csv | table=1,284,2024-02-20,2024-02-20,1133.27,1133.27,,,ledg00257,bank00147,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,84.0,ledger_transactions.csv | table=1,281,bank_statement.csv | table=1,289,2024-02-20,2024-02-21,50.0,50.0,,,ledg00419,bank00416,debit user sara,debit,100.0,66.67,44.44,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,282,bank_statement.csv | table=1,281,2024-02-20,2024-02-20,1000.0,1000.0,,,ledg00173,bank00391,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,283,bank_statement.csv | table=1,285,2024-02-20,2024-02-20,1000.0,1000.0,,,ledg00181,bank00490,credit user john,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,84.0,ledger_transactions.csv | table=1,284,bank_statement.csv | table=1,297,2024-02-21,2024-02-22,50.0,50.0,,,ledg00049,bank00054,debit system auto,debit,100.0,66.67,44.44,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,285,bank_statement.csv | table=1,293,2024-02-21,2024-02-21,305.84,305.84,,,ledg00227,bank00245,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,84.0,ledger_transactions.csv | table=1,286,bank_statement.csv | table=1,300,2024-02-21,2024-02-22,393.26,393.27,,,ledg00398,bank00338,debit user sara,debit,100.0,66.67,44.44,100.0,100.0,0.01,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,287,bank_statement.csv | table=1,288,2024-02-21,2024-02-21,1000.0,1000.0,,,ledg00251,bank00470,transfer system auto,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,288,bank_statement.csv | table=1,291,2024-02-21,2024-02-21,341.79,341.79,,,ledg00306,bank00198,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,289,bank_statement.csv | table=1,292,2024-02-21,2024-02-21,1219.03,1219.03,,,ledg00057,bank00149,credit user john,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,290,bank_statement.csv | table=1,294,2024-02-21,2024-02-21,500.0,500.0,,,ledg00012,bank00195,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,291,bank_statement.csv | table=1,287,2024-02-21,2024-02-21,500.0,500.0,,,ledg00193,bank00401,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,293,bank_statement.csv | table=1,298,2024-02-22,2024-02-22,50.0,50.0,,,ledg00439,bank00014,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,294,bank_statement.csv | table=1,296,2024-02-22,2024-02-22,1759.35,1759.35,,,ledg00269,bank00408,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,295,bank_statement.csv | table=1,299,2024-02-22,2024-02-22,103.32,103.32,,,ledg00086,bank00091,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,297,bank_statement.csv | table=1,306,2024-02-23,2024-02-23,523.2,523.2,,,ledg00375,bank00289,credit user sara,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,298,bank_statement.csv | table=1,304,2024-02-23,2024-02-23,1289.41,1289.42,,,ledg00184,bank00276,credit user john,credit,100.0,100.0,22.22,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,299,bank_statement.csv | table=1,308,2024-02-23,2024-02-23,1629.45,1629.45,,,ledg00078,bank00070,credit user john,credit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,300,bank_statement.csv | table=1,302,2024-02-23,2024-02-23,1596.62,1596.62,,,ledg00400,bank00208,transfer user john,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,302,bank_statement.csv | table=1,303,2024-02-23,2024-02-23,999.99,1000.0,,,ledg00339,bank00314,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,306,bank_statement.csv | table=1,314,2024-02-24,2024-02-25,1000.0,1000.0,,,ledg00272,bank00203,credit user john,credit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,307,bank_statement.csv | table=1,309,2024-02-24,2024-02-24,1396.34,1396.34,,,ledg00284,bank00220,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,308,bank_statement.csv | table=1,312,2024-02-24,2024-02-24,481.0,481.0,,,ledg00248,bank00039,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,310,bank_statement.csv | table=1,310,2024-02-25,2024-02-24,250.0,250.0,,,ledg00372,bank00425,credit system auto,credit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,311,bank_statement.csv | table=1,315,2024-02-25,2024-02-26,379.2,379.2,,,ledg00010,bank00451,debit system auto,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,312,bank_statement.csv | table=1,316,2024-02-26,2024-02-26,250.0,250.0,,,ledg00003,bank00375,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,313,bank_statement.csv | table=1,317,2024-02-26,2024-02-26,1000.0,1000.0,,,ledg00204,bank00166,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,315,bank_statement.csv | table=1,325,2024-02-26,2024-02-27,1188.89,1188.89,,,ledg00314,bank00398,credit user john,credit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,317,bank_statement.csv | table=1,324,2024-02-27,2024-02-27,100.0,100.0,,,ledg00092,bank00473,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,318,bank_statement.csv | table=1,319,2024-02-27,2024-02-27,1463.79,1463.79,,,ledg00224,bank00197,debit user sara,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,319,bank_statement.csv | table=1,320,2024-02-27,2024-02-27,996.79,996.79,,,ledg00258,bank00393,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,320,bank_statement.csv | table=1,321,2024-02-27,2024-02-27,1000.0,1000.0,,,ledg00112,bank00424,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,321,bank_statement.csv | table=1,323,2024-02-27,2024-02-27,512.49,512.49,,,ledg00298,bank00433,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.37,ledger_transactions.csv | table=1,322,bank_statement.csv | table=1,334,2024-02-28,2024-02-28,888.65,880.01,,,ledg00334,bank00308,debit user john,debit,96.11,100.0,33.33,100.0,100.0,8.64,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,324,bank_statement.csv | table=1,328,2024-02-28,2024-02-28,909.91,909.91,,,ledg00399,bank00237,transfer user sara,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,326,bank_statement.csv | table=1,329,2024-02-28,2024-02-28,100.0,100.0,,,ledg00125,bank00232,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,330,bank_statement.csv | table=1,331,2024-02-28,2024-02-28,1939.25,1939.25,,,ledg00238,bank00159,debit system auto,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.35,ledger_transactions.csv | table=1,332,bank_statement.csv | table=1,333,2024-02-28,2024-02-28,880.02,888.65,,,ledg00297,bank00029,debit system auto,debit,96.08,100.0,44.44,100.0,100.0,8.63,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,84.0,ledger_transactions.csv | table=1,333,bank_statement.csv | table=1,330,2024-02-29,2024-02-28,690.74,690.74,,,ledg00059,bank00205,debit user john,debit,100.0,66.67,44.44,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,334,bank_statement.csv | table=1,342,2024-02-29,2024-02-29,500.0,500.0,,,ledg00020,bank00409,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,335,bank_statement.csv | table=1,339,2024-02-29,2024-02-29,1936.27,1936.27,,,ledg00144,bank00095,debit system auto,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,336,bank_statement.csv | table=1,340,2024-02-29,2024-02-29,1000.0,1000.0,,,ledg00018,bank00031,credit system auto,credit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,337,bank_statement.csv | table=1,343,2024-02-29,2024-02-29,500.0,500.0,,,ledg00237,bank00339,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,339,bank_statement.csv | table=1,344,2024-02-29,2024-02-29,960.65,960.65,,,ledg00424,bank00050,credit user john,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,341,bank_statement.csv | table=1,346,2024-03-01,2024-03-01,1691.3,1691.3,,,ledg00157,bank00004,debit user sara,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,342,bank_statement.csv | table=1,349,2024-03-01,2024-03-01,250.0,250.0,,,ledg00104,bank00323,debit system auto,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,343,bank_statement.csv | table=1,341,2024-03-01,2024-02-29,1938.91,1938.91,,,ledg00106,bank00057,debit user sara,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,344,bank_statement.csv | table=1,347,2024-03-01,2024-03-01,966.99,967.0,,,ledg00405,bank00489,transfer user john,transfer,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,345,bank_statement.csv | table=1,351,2024-03-02,2024-03-02,1000.0,1000.0,,,ledg00006,bank00395,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,346,bank_statement.csv | table=1,358,2024-03-02,2024-03-02,452.93,452.93,,,ledg00045,bank00034,debit user sara,debit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,347,bank_statement.csv | table=1,354,2024-03-02,2024-03-02,411.44,411.44,,,ledg00084,bank00173,debit system auto,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,348,bank_statement.csv | table=1,357,2024-03-02,2024-03-02,1784.87,1784.87,,,ledg00428,bank00035,credit user john,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,350,bank_statement.csv | table=1,362,2024-03-02,2024-03-02,1935.35,1935.35,,,ledg00079,bank00456,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,351,bank_statement.csv | table=1,360,2024-03-02,2024-03-02,1947.24,1947.24,,,ledg00430,bank00428,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,352,bank_statement.csv | table=1,361,2024-03-02,2024-03-02,500.0,500.0,,,ledg00044,bank00186,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,355,bank_statement.csv | table=1,359,2024-03-02,2024-03-02,1930.4,1930.4,,,ledg00345,bank00179,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,356,bank_statement.csv | table=1,364,2024-03-02,2024-03-02,868.75,868.74,,,ledg00182,bank00196,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,357,bank_statement.csv | table=1,371,2024-03-02,2024-03-03,1000.0,1000.0,,,ledg00241,bank00394,debit user john,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,92.0,ledger_transactions.csv | table=1,358,bank_statement.csv | table=1,355,2024-03-02,2024-03-02,1195.32,1195.32,,,ledg00176,bank00176,credit system auto,credit,100.0,100.0,55.56,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,359,bank_statement.csv | table=1,350,2024-03-02,2024-03-02,1424.8,1424.8,,,ledg00304,bank00165,transfer user john,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,84.0,ledger_transactions.csv | table=1,360,bank_statement.csv | table=1,348,2024-03-02,2024-03-01,1385.53,1385.53,,,ledg00290,bank00292,credit user john,credit,100.0,66.67,44.44,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,361,bank_statement.csv | table=1,363,2024-03-02,2024-03-02,1259.52,1259.52,,,ledg00280,bank00126,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,363,bank_statement.csv | table=1,369,2024-03-03,2024-03-03,1620.94,1620.94,,,ledg00016,bank00389,credit system auto,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,365,bank_statement.csv | table=1,368,2024-03-03,2024-03-03,681.52,681.52,,,ledg00259,bank00148,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,366,bank_statement.csv | table=1,370,2024-03-03,2024-03-03,72.29,72.29,,,ledg00422,bank00442,debit user john,debit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,367,bank_statement.csv | table=1,353,2024-03-03,2024-03-02,500.0,500.0,,,ledg00223,bank00037,debit user sara,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,368,bank_statement.csv | table=1,367,2024-03-03,2024-03-03,953.69,953.69,,,ledg00433,bank00340,transfer user sara,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,369,bank_statement.csv | table=1,366,2024-03-03,2024-03-03,1000.0,1000.0,,,ledg00348,bank00422,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,370,bank_statement.csv | table=1,365,2024-03-03,2024-03-03,989.31,989.31,,,ledg00318,bank00108,debit user john,debit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,371,bank_statement.csv | table=1,373,2024-03-04,2024-03-04,500.01,500.0,,,ledg00368,bank00328,credit user john,credit,100.0,100.0,44.44,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,372,bank_statement.csv | table=1,375,2024-03-04,2024-03-04,250.0,250.0,,,ledg00123,bank00321,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,373,bank_statement.csv | table=1,376,2024-03-04,2024-03-04,100.0,100.0,,,ledg00033,bank00441,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,374,bank_statement.csv | table=1,380,2024-03-04,2024-03-05,1067.22,1067.22,,,ledg00053,bank00132,transfer system auto,transfer,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,375,bank_statement.csv | table=1,377,2024-03-04,2024-03-04,191.66,191.66,,,ledg00103,bank00020,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,378,bank_statement.csv | table=1,378,2024-03-05,2024-03-05,1198.57,1198.58,,,ledg00344,bank00379,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,379,bank_statement.csv | table=1,379,2024-03-05,2024-03-05,664.74,664.74,,,ledg00191,bank00494,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,380,bank_statement.csv | table=1,385,2024-03-06,2024-03-06,250.0,250.0,,,ledg00261,bank00288,transfer user john,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,382,bank_statement.csv | table=1,382,2024-03-06,2024-03-06,1258.75,1258.74,,,ledg00024,bank00357,transfer user john,transfer,100.0,100.0,22.22,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
